config_sequence,performance_ratio,score
"[1, 1, 1, 0, 108707, 558, 593, 4125, 7, 1583, 5910]",0.8364539200947565,18361.0
"[0, 1, 0, 1, 116362, 630, 590, 2762, 4, 1495, 3851]",0.44002551136622475,9659.0
"[0, 0, 1, 0, 77205, 473, 247, 5987, 6, 969, 6483]",0.344312332012209,7558.0
"[0, 1, 1, 0, 45544, 715, 658, 4069, 2, 1159, 2218]",0.3675003416700834,8067.0
"[0, 1, 0, 1, 41003, 705, 476, 4474, 2, 1613, 4873]",0.374242631315202,8215.0
"[0, 0, 0, 0, 86805, 612, 425, 3231, 7, 1560, 6273]",0.3893672270056034,8547.0
"[0, 1, 0, 0, 66918, 621, 427, 1724, 0, 1385, 3444]",0.48084369732586213,10555.0
"[1, 1, 1, 0, 48230, 814, 521, 3484, 4, 1894, 5128]",0.8782287822878229,19278.0
"[0, 1, 1, 1, 119905, 792, 284, 2091, 6, 1126, 3767]",0.4988838777276662,10951.0
"[1, 1, 1, 0, 77430, 730, 215, 2220, 4, 1733, 2688]",0.8679331237756822,19052.0
"[0, 1, 0, 0, 100455, 465, 762, 5748, 4, 577, 7223]",0.3572046831579427,7841.0
"[0, 0, 1, 0, 51784, 547, 401, 4401, 1, 1372, 4269]",0.3412600792674593,7491.0
"[1, 0, 0, 0, 114552, 366, 582, 2053, 6, 721, 5438]",0.998359983599836,21915.0
"[1, 1, 1, 1, 118654, 896, 739, 2104, 3, 830, 4624]",0.9967655232107877,21880.0
"[1, 1, 1, 1, 37709, 639, 577, 1585, 2, 860, 4831]",0.9609129424627579,21093.0
"[0, 0, 0, 1, 74307, 439, 603, 2879, 7, 1962, 7413]",0.4327821055988338,9500.0
"[0, 1, 0, 0, 59815, 857, 459, 5052, 5, 809, 3449]",0.3481845929570407,7643.0
"[1, 1, 0, 0, 65420, 388, 257, 3961, 6, 1669, 5804]",0.8693909161313835,19084.0
"[1, 1, 0, 1, 87284, 682, 598, 2321, 4, 1725, 4405]",0.9539884287731766,20941.0
"[0, 0, 0, 1, 35521, 653, 732, 3160, 0, 1390, 3144]",0.3914628035169241,8593.0
